SID,科目コード,評点
000696,00720211160010,76
000961,00720211160010,90
000741,00720211160010,75
000253,00720211160010,79
000920,00720211160010,77
000452,00720211160010,79
000551,00720211160010,88
000778,00720211160010,77
001374,00720211160010,83
000178,00720211160010,88
000727,00720211160010,81
000603,00720211160010,74
000333,00720211160010,79
001094,00720211160010,84
001285,00720211160010,64
000546,00720211160010,69
001444,00720211160010,74
000411,00720211160010,89
001014,00720211160010,76
000580,00720211160010,87
000513,00720211160010,73
001140,00720211160010,83
001067,00720211160010,71
000152,00720211160010,79
000307,00720211160010,70
001199,00720211160010,82
000527,00720211160010,83
000077,00720211160010,87
000492,00720211160010,78
001166,00720211160010,84
000420,00720211160010,79
000179,00720211160010,79
001440,00720211160010,74
000403,00720211160010,83
000555,00720211160010,86
000549,00720211160010,82
001282,00720211160010,65
001128,00720211160010,82
001323,00720211160010,73
001188,00720211160010,83
000219,00720211160010,90
001000,00720211160010,87
000176,00720211160010,75
000722,00720211160010,81
000225,00720211160010,76
001309,00720211160010,65
000290,00720211160010,84
000771,00720211160010,77
000914,00720211160010,82
001117,00720211160010,89
000100,00720211160010,68
001422,00720211160010,85
000391,00720211160010,85
000318,00720211160010,66
000575,00720211160010,81
000089,00720211160010,73
000388,00720211160010,79
000141,00720211160010,71
000895,00720211160010,78
000014,00720211160010,80
001236,00720211160010,81
000032,00720211160010,81
001301,00720211160010,77
000369,00720211160010,85
000096,00720211160010,79
000609,00720211160010,76
000121,00720211160010,90
001338,00720211160010,84
000484,00720211160010,71
001209,00720211160010,73
001339,00720211160010,82
001079,00720211160010,80
000918,00720211160010,79
000532,00720211160010,75
000683,00720211160010,64
001081,00720211160010,78
001163,00720211160010,86
000737,00720211160010,75
001269,00720211160010,79
001260,00720211160010,86
000906,00720211160010,72
000653,00720211160010,72
000682,00720211160010,65
000330,00720211160010,83
000052,00720211160010,85
000327,00720211160010,82
001044,00720211160010,79
001314,00720211160010,78
000754,00720211160010,67
001405,00720211160010,70
001413,00720211160010,78
000255,00720211160010,82
000524,00720211160010,73
001316,00720211160010,82
001084,00720211160010,78
000278,00720211160010,70
000240,00720211160010,77
000781,00720211160010,82
000765,00720211160010,69
000177,00720211160010,79
001243,00720211160010,74
001257,00720211160010,74
000969,00720211160010,79
000266,00720211160010,81
000129,00720211160010,86
000724,00720211160010,76
000839,00720211160010,88
001150,00720211160010,80
001175,00720211160010,88
000782,00720211160010,75
000987,00720211160010,71
001062,00720211160010,83
000648,00720211160010,83
000948,00720211160010,78
000449,00720211160010,71
000503,00720211160010,66
001060,00720211160010,75
000746,00720211160010,82
000436,00720211160010,78
001030,00720211160010,76
001295,00720211160010,84
000243,00720211160010,81
000992,00720211160010,84
000827,00720211160010,87
001359,00720211160010,66
000254,00720185160014,73
000056,00720185160014,81
000377,00720185160014,79
000930,00720185160014,73
000753,00720185160014,91
001181,00720185160014,68
000779,00720185160014,72
001031,00720185160014,82
000310,00720185160014,83
000054,00720185160014,76
001138,00720185160014,82
000065,00720185160014,80
000892,00720185160014,83
000493,00720185160014,74
000437,00720185160014,70
000034,00720185160014,82
001343,00720185160014,78
000955,00720185160014,83
000873,00720185160014,75
001223,00720185160014,70
000696,00720185160014,69
000961,00720185160014,81
000741,00720185160014,75
000253,00720185160014,77
000920,00720185160014,77
000452,00720185160014,81
000551,00720185160014,83
000778,00720185160014,78
001374,00720185160014,81
000178,00720185160014,80
000727,00720185160014,80
000603,00720185160014,74
000333,00720185160014,81
001094,00720185160014,84
001285,00720185160014,74
000546,00720185160014,72
001444,00720185160014,79
000411,00720185160014,88
001014,00720185160014,79
000580,00720185160014,77
000513,00720185160014,71
001140,00720185160014,75
001067,00720185160014,64
000152,00720185160014,83
000307,00720185160014,71
001199,00720185160014,72
000527,00720185160014,88
000077,00720185160014,77
000492,00720185160014,83
001166,00720185160014,81
000420,00720185160014,75
000179,00720185160014,82
001440,00720185160014,75
000403,00720185160014,75
000555,00720185160014,83
000549,00720185160014,90
001282,00720185160014,68
001128,00720185160014,84
001323,00720185160014,73
001188,00720185160014,79
000219,00720185160014,87
001000,00720185160014,87
000176,00720185160014,80
000722,00720185160014,84
000225,00720185160014,79
001309,00720185160014,64
000290,00720185160014,91
000771,00720185160014,73
000914,00720185160014,88
001117,00720185160014,76
000100,00720185160014,77
001422,00720185160014,74
000391,00720185160014,81
000318,00720185160014,75
000575,00720185160014,71
000089,00720185160014,70
000388,00720185160014,74
000141,00720185160014,68
000895,00720185160014,69
000014,00720185160014,79
001236,00720185160014,81
000032,00720185160014,83
001301,00720185160014,78
000369,00720185160014,84
000096,00720185160014,79
000609,00720185160014,68
000121,00720185160014,90
001338,00720185160014,83
000484,00720185160014,74
001209,00720185160014,74
001339,00720185160014,77
001079,00720185160014,77
000918,00720185160014,87
000532,00720185160014,69
000683,00720185160014,69
001081,00720185160014,85
001163,00720185160014,85
000737,00720185160014,79
001269,00720185160014,80
001260,00720185160014,95
000906,00720185160014,83
000653,00720185160014,68
000682,00720185160014,70
000330,00720185160014,77
000052,00720185160014,86
000327,00720185160014,82
001044,00720185160014,77
001314,00720185160014,78
000754,00720185160014,72
001405,00720185160014,72
001413,00720185160014,78
000255,00720185160014,94
000524,00720185160014,71
001316,00720185160014,75
001084,00720185160014,84
000278,00720185160014,79
000240,00720185160014,79
000781,00720185160014,78
000765,00720185160014,72
000177,00720185160014,90
001243,00720185160014,83
001257,00720185160014,71
000969,00720185160014,76
000266,00720185160014,71
000129,00720185160014,78
000724,00720185160014,68
000839,00720185160014,95
001150,00720185160014,79
001175,00720185160014,81
000782,00720185160014,76
000987,00720185160014,71
001062,00720185160014,88
000648,00720185160014,85
000948,00720185160014,75
000449,00720185160014,77
000503,00720185160014,66
001060,00720185160014,73
000746,00720185160014,81
000436,00720185160014,86
001030,00720185160014,72
001295,00720185160014,88
000243,00720185160014,77
000992,00720185160014,85
000827,00720185160014,84
001359,00720185160014,60
000254,00720211420135,81
000056,00720211420135,77
000377,00720211420135,79
000930,00720211420135,74
000753,00720211420135,80
001181,00720211420135,65
000779,00720211420135,73
001031,00720211420135,83
000310,00720211420135,84
000054,00720211420135,71
001138,00720211420135,91
000065,00720211420135,78
000892,00720211420135,80
000493,00720211420135,79
000437,00720211420135,74
000034,00720211420135,84
001343,00720211420135,79
000955,00720211420135,74
000873,00720211420135,74
001223,00720211420135,85
000696,00720211420135,70
000961,00720211420135,83
000741,00720211420135,79
000253,00720211420135,84
000920,00720211420135,72
000452,00720211420135,83
000551,00720211420135,85
000778,00720211420135,76
001374,00720211420135,79
000178,00720211420135,83
000727,00720211420135,79
000603,00720211420135,74
000333,00720211420135,81
001094,00720211420135,83
001285,00720211420135,63
000546,00720211420135,72
001444,00720211420135,82
000411,00720211420135,95
001014,00720211420135,83
000580,00720211420135,80
000513,00720211420135,70
001140,00720211420135,83
001067,00720211420135,69
000152,00720211420135,81
000307,00720211420135,70
001199,00720211420135,80
000527,00720211420135,83
000077,00720211420135,79
000492,00720211420135,75
001166,00720211420135,81
000420,00720211420135,77
000179,00720211420135,80
001440,00720211420135,73
000403,00720211420135,78
000555,00720211420135,89
000549,00720211420135,79
001282,00720211420135,69
001128,00720211420135,85
001323,00720211420135,74
001188,00720211420135,79
000219,00720211420135,85
001000,00720211420135,83
000176,00720211420135,73
000722,00720211420135,76
000225,00720211420135,73
001309,00720211420135,69
000290,00720211420135,84
000771,00720211420135,71
000914,00720211420135,88
001117,00720211420135,85
000100,00720211420135,71
001422,00720211420135,84
000391,00720211420135,85
000318,00720211420135,85
000575,00720211420135,75
000089,00720211420135,74
000388,00720211420135,71
000141,00720211420135,69
000895,00720211420135,76
000014,00720211420135,82
001236,00720211420135,81
000032,00720211420135,81
001301,00720211420135,75
000369,00720211420135,89
000096,00720211420135,77
000609,00720211420135,71
000121,00720211420135,86
001338,00720211420135,83
000484,00720211420135,79
001209,00720211420135,76
001339,00720211420135,80
001079,00720211420135,80
000918,00720211420135,83
000532,00720211420135,71
000683,00720211420135,71
001081,00720211420135,76
001163,00720211420135,82
000737,00720211420135,76
001269,00720211420135,82
001260,00720211420135,82
000906,00720211420135,77
000653,00720211420135,79
000682,00720211420135,61
000330,00720211420135,76
000052,00720211420135,80
000327,00720211420135,81
001044,00720211420135,77
001314,00720211420135,73
000754,00720211420135,75
001405,00720211420135,71
001413,00720211420135,75
000255,00720211420135,92
000524,00720211420135,83
001316,00720211420135,78
001084,00720211420135,81
000278,00720211420135,80
000240,00720211420135,79
000781,00720211420135,80
000765,00720211420135,73
000177,00720211420135,80
001243,00720211420135,76
001257,00720211420135,75
000969,00720211420135,74
000266,00720211420135,73
000129,00720211420135,80
000724,00720211420135,65
000839,00720211420135,91
001150,00720211420135,82
001175,00720211420135,79
000782,00720211420135,78
000987,00720211420135,71
001062,00720211420135,93
000648,00720211420135,78
000948,00720211420135,69
000449,00720211420135,81
000503,00720211420135,70
001060,00720211420135,75
000746,00720211420135,85
000436,00720211420135,78
001030,00720211420135,81
001295,00720211420135,92
000243,00720211420135,76
000992,00720211420135,77
000827,00720211420135,88
001359,00720211420135,62
000254,00720201420038,79
000056,00720201420038,79
000377,00720201420038,79
000930,00720201420038,70
000753,00720201420038,93
001181,00720201420038,64
000779,00720201420038,67
001031,00720201420038,79
000310,00720201420038,78
000054,00720201420038,74
001138,00720201420038,85
000065,00720201420038,83
000892,00720201420038,76
000493,00720201420038,72
000437,00720201420038,70
000034,00720201420038,81
001343,00720201420038,81
000955,00720201420038,80
000873,00720201420038,74
001223,00720201420038,75
000696,00720201420038,79
000961,00720201420038,85
000741,00720201420038,73
000253,00720201420038,77
000920,00720201420038,73
000452,00720201420038,80
000551,00720201420038,87
000778,00720201420038,76
001374,00720201420038,82
000178,00720201420038,80
000727,00720201420038,75
000603,00720201420038,77
000333,00720201420038,80
001094,00720201420038,84
001285,00720201420038,67
000546,00720201420038,72
001444,00720201420038,80
000411,00720201420038,89
001014,00720201420038,79
000580,00720201420038,81
000513,00720201420038,68
001140,00720201420038,82
001067,00720201420038,73
000152,00720201420038,80
000307,00720201420038,69
001199,00720201420038,73
000527,00720201420038,76
000077,00720201420038,83
000492,00720201420038,82
001166,00720201420038,81
000420,00720201420038,79
000179,00720201420038,85
001440,00720201420038,77
000403,00720201420038,86
000555,00720201420038,82
000549,00720201420038,86
001282,00720201420038,68
001128,00720201420038,83
001323,00720201420038,74
001188,00720201420038,77
000219,00720201420038,86
001000,00720201420038,81
000176,00720201420038,68
000722,00720201420038,75
000225,00720201420038,78
001309,00720201420038,66
000290,00720201420038,81
000771,00720201420038,74
000914,00720201420038,87
001117,00720201420038,88
000100,00720201420038,79
001422,00720201420038,84
000391,00720201420038,86
000318,00720201420038,73
000575,00720201420038,71
000089,00720201420038,71
000388,00720201420038,80
000141,00720201420038,72
000895,00720201420038,78
000014,00720201420038,81
001236,00720201420038,78
000032,00720201420038,81
001301,00720201420038,78
000369,00720201420038,86
000096,00720201420038,80
000609,00720201420038,67
000121,00720201420038,89
001338,00720201420038,84
000484,00720201420038,77
001209,00720201420038,81
001339,00720201420038,81
001079,00720201420038,78
000918,00720201420038,85
000532,00720201420038,78
000683,00720201420038,73
001081,00720201420038,76
001163,00720201420038,87
000737,00720201420038,82
001269,00720201420038,76
001260,00720201420038,82
000906,00720201420038,71
000653,00720201420038,79
000682,00720201420038,67
000330,00720201420038,79
000052,00720201420038,86
000327,00720201420038,85
001044,00720201420038,70
001314,00720201420038,71
000754,00720201420038,71
001405,00720201420038,71
001413,00720201420038,81
000255,00720201420038,98
000524,00720201420038,88
001316,00720201420038,64
001084,00720201420038,77
000278,00720201420038,71
000240,00720201420038,80
000781,00720201420038,81
000765,00720201420038,81
000177,00720201420038,80
001243,00720201420038,78
001257,00720201420038,75
000969,00720201420038,76
000266,00720201420038,82
000129,00720201420038,88
000724,00720201420038,65
000839,00720201420038,93
001150,00720201420038,82
001175,00720201420038,68
000782,00720201420038,75
000987,00720201420038,68
001062,00720201420038,92
000648,00720201420038,85
000948,00720201420038,75
000449,00720201420038,84
000503,00720201420038,72
001060,00720201420038,73
000746,00720201420038,93
000436,00720201420038,76
001030,00720201420038,75
001295,00720201420038,88
000243,00720201420038,73
000992,00720201420038,84
000827,00720201420038,87
001359,00720201420038,58
000254,00720191420127,75
000056,00720191420127,77
000377,00720191420127,79
000930,00720191420127,81
000753,00720191420127,87
001181,00720191420127,59
000779,00720191420127,70
001031,00720191420127,81
000310,00720191420127,84
000054,00720191420127,74
001138,00720191420127,85
000065,00720191420127,75
000892,00720191420127,83
000493,00720191420127,76
000437,00720191420127,77
000034,00720191420127,86
001343,00720191420127,77
000955,00720191420127,74
000873,00720191420127,73
001223,00720191420127,84
000696,00720191420127,70
000961,00720191420127,76
000741,00720191420127,75
000253,00720191420127,80
000920,00720191420127,76
000452,00720191420127,86
000551,00720191420127,84
000778,00720191420127,78
001374,00720191420127,81
000178,00720191420127,79
000727,00720191420127,79
000603,00720191420127,69
000333,00720191420127,80
001094,00720191420127,82
001285,00720191420127,70
000546,00720191420127,69
001444,00720191420127,80
000411,00720191420127,90
001014,00720191420127,81
000580,00720191420127,82
000513,00720191420127,68
001140,00720191420127,79
001067,00720191420127,66
000152,00720191420127,79
000307,00720191420127,69
001199,00720191420127,82
000527,00720191420127,87
000077,00720191420127,87
000492,00720191420127,76
001166,00720191420127,82
000420,00720191420127,78
000179,00720191420127,81
001440,00720191420127,73
000403,00720191420127,76
000555,00720191420127,76
000549,00720191420127,86
001282,00720191420127,69
001128,00720191420127,80
001323,00720191420127,71
001188,00720191420127,86
000219,00720191420127,84
001000,00720191420127,83
000176,00720191420127,70
000722,00720191420127,87
000225,00720191420127,77
001309,00720191420127,67
000290,00720191420127,88
000771,00720191420127,70
000914,00720191420127,85
001117,00720191420127,85
000100,00720191420127,83
001422,00720191420127,76
000391,00720191420127,84
000318,00720191420127,75
000575,00720191420127,70
000089,00720191420127,72
000388,00720191420127,73
000141,00720191420127,72
000895,00720191420127,67
000014,00720191420127,82
001236,00720191420127,83
000032,00720191420127,85
001301,00720191420127,72
000369,00720191420127,81
000096,00720191420127,81
000609,00720191420127,80
000121,00720191420127,90
001338,00720191420127,83
000484,00720191420127,85
001209,00720191420127,81
001339,00720191420127,80
001079,00720191420127,79
000918,00720191420127,83
000532,00720191420127,76
000683,00720191420127,75
001081,00720191420127,79
001163,00720191420127,89
000737,00720191420127,79
001269,00720191420127,82
001260,00720191420127,84
000906,00720191420127,75
000653,00720191420127,78
000682,00720191420127,59
000330,00720191420127,81
000052,00720191420127,83
000327,00720191420127,82
001044,00720191420127,72
001314,00720191420127,75
000754,00720191420127,73
001405,00720191420127,68
001413,00720191420127,83
000255,00720191420127,98
000524,00720191420127,87
001316,00720191420127,67
001084,00720191420127,81
000278,00720191420127,75
000240,00720191420127,81
000781,00720191420127,83
000765,00720191420127,77
000177,00720191420127,83
001243,00720191420127,81
001257,00720191420127,73
000969,00720191420127,79
000266,00720191420127,76
000129,00720191420127,83
000724,00720191420127,71
000839,00720191420127,87
001150,00720191420127,78
001175,00720191420127,86
000782,00720191420127,80
000987,00720191420127,76
001062,00720191420127,81
000648,00720191420127,81
000948,00720191420127,81
000449,00720191420127,79
000503,00720191420127,71
001060,00720191420127,75
000746,00720191420127,85
000436,00720191420127,78
001030,00720191420127,80
001295,00720191420127,88
000243,00720191420127,73
000992,00720191420127,89
000827,00720191420127,89
001359,00720191420127,58
000254,00820181430017,79
000493,00820181430017,73
000961,00820181430017,75
000741,00820181430017,76
000778,00820181430017,78
000727,00820181430017,80
000420,00820181430017,79
001000,00820181430017,81
001309,00820181430017,65
000141,00820181430017,77
000895,00820181430017,75
000014,00820181430017,79
000369,00820181430017,79
001079,00820181430017,75
000532,00820181430017,81
001163,00820181430017,83
001260,00820181430017,90
000255,00820181430017,94
001316,00820181430017,82
000765,00820181430017,75
000969,00820181430017,82
000948,00820181430017,86
001060,00820181430017,76
001030,00820181430017,75
000254,00820181430025,81
000493,00820181430025,80
000961,00820181430025,78
000741,00820181430025,76
000778,00820181430025,77
000727,00820181430025,74
000420,00820181430025,77
001000,00820181430025,91
001309,00820181430025,67
000141,00820181430025,70
000895,00820181430025,76
000014,00820181430025,77
000369,00820181430025,88
001079,00820181430025,79
000532,00820181430025,72
001163,00820181430025,85
001260,00820181430025,87
000255,00820181430025,97
001316,00820181430025,81
000765,00820181430025,76
000969,00820181430025,77
000948,00820181430025,77
001060,00820181430025,75
001030,00820181430025,75
000254,00920191470019,70
000056,00920191470019,80
000377,00920191470019,82
000930,00920191470019,76
000753,00920191470019,78
001181,00920191470019,65
000779,00920191470019,68
001031,00920191470019,80
000310,00920191470019,79
000054,00920191470019,72
001138,00920191470019,83
000065,00920191470019,71
000892,00920191470019,77
000493,00920191470019,68
000437,00920191470019,70
000034,00920191470019,85
001343,00920191470019,81
000955,00920191470019,81
000873,00920191470019,81
001223,00920191470019,79
000696,00920191470019,66
000961,00920191470019,82
000741,00920191470019,74
000253,00920191470019,77
000920,00920191470019,76
000452,00920191470019,79
000551,00920191470019,85
000778,00920191470019,77
001374,00920191470019,86
000178,00920191470019,81
000727,00920191470019,85
000603,00920191470019,75
000333,00920191470019,75
001094,00920191470019,86
001285,00920191470019,75
000546,00920191470019,67
001444,00920191470019,76
000411,00920191470019,92
001014,00920191470019,84
000580,00920191470019,69
000513,00920191470019,76
001140,00920191470019,80
001067,00920191470019,76
000152,00920191470019,80
000307,00920191470019,76
001199,00920191470019,75
000527,00920191470019,79
000077,00920191470019,83
000492,00920191470019,80
001166,00920191470019,82
000420,00920191470019,80
000179,00920191470019,77
001440,00920191470019,72
000403,00920191470019,71
000555,00920191470019,92
000549,00920191470019,79
001282,00920191470019,66
001128,00920191470019,90
001323,00920191470019,72
001188,00920191470019,68
000219,00920191470019,89
001000,00920191470019,85
000176,00920191470019,78
000722,00920191470019,80
000225,00920191470019,69
001309,00920191470019,72
000290,00920191470019,89
000771,00920191470019,74
000914,00920191470019,89
001117,00920191470019,83
000100,00920191470019,83
001422,00920191470019,69
000391,00920191470019,86
000318,00920191470019,83
000575,00920191470019,78
000089,00920191470019,66
000388,00920191470019,76
000141,00920191470019,68
000895,00920191470019,77
000014,00920191470019,82
001236,00920191470019,80
000032,00920191470019,81
001301,00920191470019,72
000369,00920191470019,80
000096,00920191470019,82
000609,00920191470019,70
000121,00920191470019,96
001338,00920191470019,82
000484,00920191470019,71
001209,00920191470019,75
001339,00920191470019,78
001079,00920191470019,85
000918,00920191470019,82
000532,00920191470019,70
000683,00920191470019,76
001081,00920191470019,73
001163,00920191470019,84
000737,00920191470019,77
001269,00920191470019,81
001260,00920191470019,86
000906,00920191470019,70
000653,00920191470019,74
000682,00920191470019,60
000330,00920191470019,80
000052,00920191470019,86
000327,00920191470019,80
001044,00920191470019,74
001314,00920191470019,72
000754,00920191470019,75
001405,00920191470019,71
001413,00920191470019,81
000255,00920191470019,87
000524,00920191470019,83
001316,00920191470019,74
001084,00920191470019,85
000278,00920191470019,75
000240,00920191470019,75
000781,00920191470019,81
000765,00920191470019,70
000177,00920191470019,89
001243,00920191470019,82
001257,00920191470019,73
000969,00920191470019,77
000266,00920191470019,77
000129,00920191470019,79
000724,00920191470019,65
000839,00920191470019,88
001150,00920191470019,77
001175,00920191470019,86
000782,00920191470019,79
000987,00920191470019,79
001062,00920191470019,85
000648,00920191470019,83
000948,00920191470019,68
000449,00920191470019,73
000503,00920191470019,70
001060,00920191470019,79
000746,00920191470019,81
000436,00920191470019,83
001030,00920191470019,77
001295,00920191470019,83
000243,00920191470019,78
000992,00920191470019,81
000827,00920191470019,92
001359,00920191470019,60
000254,00220171720090,82
000056,00220171720090,76
000377,00220171720090,84
000930,00220171720090,78
000753,00220171720090,89
001031,00220171720090,77
000310,00220171720090,83
000054,00220171720090,68
000892,00220171720090,77
000034,00220171720090,79
000873,00220171720090,69
000696,00220171720090,60
000741,00220171720090,79
000253,00220171720090,80
000920,00220171720090,76
000452,00220171720090,79
001374,00220171720090,73
001014,00220171720090,82
001440,00220171720090,74
000100,00220171720090,72
000609,00220171720090,73
000254,00220185720028,82
000056,00220185720028,78
000930,00220185720028,76
000779,00220185720028,71
001343,00220185720028,80
001223,00220185720028,79
000961,00220185720028,79
000253,00220185720028,80
000920,00220185720028,83
000452,00220185720028,85
000551,00220185720028,83
001374,00220185720028,81
000546,00220185720028,68
000219,00220185720028,88
000089,00220185720028,76
000327,00220185720028,82
001405,00220185720028,70
001175,00220185720028,86
000254,00220191639595,88
000054,00220191639595,72
001138,00220191639595,82
000892,00220191639595,84
000493,00220191639595,75
000873,00220191639595,80
001223,00220191639595,84
000741,00220191639595,79
000551,00220191639595,92
000580,00220191639595,82
000077,00220191639595,85
000492,00220191639595,77
000724,00220191639595,73
001175,00220191639595,82
000254,00220191529331,78
000056,00220191529331,78
000377,00220191529331,76
000930,00220191529331,78
000310,00220191529331,81
001138,00220191529331,83
000065,00220191529331,78
000892,00220191529331,85
000493,00220191529331,75
000437,00220191529331,72
001343,00220191529331,75
001223,00220191529331,80
000696,00220191529331,75
000961,00220191529331,80
000741,00220191529331,74
000253,00220191529331,81
000920,00220191529331,74
000551,00220191529331,87
000513,00220191529331,75
000077,00220191529331,78
000179,00220191529331,76
000225,00220191529331,79
000254,00220211740121,82
000377,00220211740121,80
000779,00220211740121,75
000054,00220211740121,71
000892,00220211740121,84
000437,00220211740121,72
000696,00220211740121,79
000961,00220211740121,79
000920,00220211740121,67
000914,00220211740121,81
000096,00220211740121,83
000254,00220181720066,87
001181,00220181720066,70
000779,00220181720066,73
001138,00220181720066,84
000065,00220181720066,79
000892,00220181720066,81
000493,00220181720066,77
000253,00220181720066,78
000920,00220181720066,81
000452,00220181720066,85
000603,00220181720066,79
000152,00220181720066,80
000121,00220181720066,93
000765,00220181720066,74
001257,00220181720066,73
000129,00220181720066,84
000254,00220211539388,87
000056,00220211539388,77
000779,00220211539388,80
000054,00220211539388,78
001138,00220211539388,84
000741,00220211539388,73
000551,00220211539388,89
000778,00220211539388,74
000178,00220211539388,76
001094,00220211539388,83
000089,00220211539388,67
001339,00220211539388,77
000683,00220211539388,72
000254,00220211529145,82
000779,00220211529145,71
001138,00220211529145,88
000065,00220211529145,75
000034,00220211529145,82
001343,00220211529145,75
001223,00220211529145,78
000961,00220211529145,84
000920,00220211529145,80
000452,00220211529145,87
001374,00220211529145,82
000603,00220211529145,67
000914,00220211529145,84
000609,00220211529145,71
000754,00220211529145,78
000765,00220211529145,73
000254,00220201519271,90
000377,00220201519271,82
000930,00220201519271,82
000054,00220201519271,65
000892,00220201519271,80
000955,00220201519271,78
000696,00220201519271,81
000961,00220201519271,83
000741,00220201519271,74
000253,00220201519271,80
000452,00220201519271,75
000551,00220201519271,87
000178,00220201519271,86
000290,00220201519271,87
000032,00220201519271,84
001405,00220201519271,68
000177,00220201519271,75
000254,00220201529390,76
000930,00220201529390,83
000955,00220201529390,80
000741,00220201529390,79
000253,00220201529390,74
000307,00220201529390,68
000141,00220201529390,77
000096,00220201529390,85
000754,00220201529390,75
001405,00220201529390,74
000839,00220201529390,93
001062,00220201529390,77
000503,00220201529390,63
000254,00220201529455,73
001031,00220201529455,79
000054,00220201529455,80
000892,00220201529455,79
000437,00220201529455,73
000034,00220201529455,86
001343,00220201529455,77
000920,00220201529455,83
001374,00220201529455,74
000178,00220201529455,82
000727,00220201529455,77
001000,00220201529455,85
000722,00220201529455,91
000254,00220191529226,87
000753,00220191529226,80
000310,00220191529226,81
000065,00220191529226,76
000892,00220191529226,80
000955,00220191529226,78
001223,00220191529226,75
000961,00220191529226,82
000741,00220191529226,73
000253,00220191529226,80
000551,00220191529226,82
000778,00220191529226,79
000609,00220191529226,86
000330,00220191529226,76
000254,00220211710176,77
000056,00220211710176,79
000930,00220211710176,74
000753,00220211710176,88
001181,00220211710176,64
001031,00220211710176,82
000310,00220211710176,79
001138,00220211710176,83
000873,00220211710176,78
001223,00220211710176,76
000778,00220211710176,79
000555,00220211710176,84
001117,00220211710176,92
000484,00220211710176,86
000827,00220211710176,90
000254,00220181519085,79
000377,00220181519085,82
001181,00220181519085,65
000054,00220181519085,71
000065,00220181519085,76
000892,00220181519085,80
001343,00220181519085,73
000920,00220181519085,75
000452,00220181519085,78
001067,00220181519085,73
001199,00220181519085,84
000914,00220181519085,86
000388,00220181519085,76
001209,00220181519085,79
001044,00220181519085,75
000243,00220181519085,76
001359,00220181519085,65
000254,00220201570366,79
000437,00220201570366,70
001343,00220201570366,74
001223,00220201570366,83
000253,00220201570366,80
000551,00220201570366,84
001285,00220201570366,73
000077,00220201570366,82
000141,00220201570366,70
001236,00220201570366,84
001301,00220201570366,76
000254,00220151529129,79
000310,00220151529129,86
000493,00220151529129,78
000034,00220151529129,76
001343,00220151529129,74
000955,00220151529129,76
000961,00220151529129,76
000920,00220151529129,84
000452,00220151529129,80
000178,00220151529129,78
001444,00220151529129,75
000420,00220151529129,76
001301,00220151529129,75
001081,00220151529129,82
000503,00220151529129,69
001060,00220151529129,72
000254,00220161529277,75
000753,00220161529277,86
001181,00220161529277,67
000054,00220161529277,75
000065,00220161529277,77
000437,00220161529277,72
001343,00220161529277,84
000873,00220161529277,74
000696,00220161529277,72
000961,00220161529277,75
000741,00220161529277,78
000920,00220161529277,82
001374,00220161529277,80
000580,00220161529277,74
000420,00220161529277,74
001044,00220161529277,76
001243,00220161529277,76
000254,00220211529480,80
000377,00220211529480,82
000753,00220211529480,82
000779,00220211529480,69
001138,00220211529480,84
000065,00220211529480,77
000437,00220211529480,71
001343,00220211529480,79
000955,00220211529480,73
001223,00220211529480,80
000696,00220211529480,67
000253,00220211529480,78
000778,00220211529480,76
001199,00220211529480,80
001079,00220211529480,76
001243,00220211529480,76
000987,00220211529480,76
000254,00220215720010,81
000377,00220215720010,81
000753,00220215720010,90
000779,00220215720010,74
001031,00220215720010,79
000310,00220215720010,80
000065,00220215720010,70
000493,00220215720010,78
000437,00220215720010,71
000955,00220215720010,80
000696,00220215720010,66
001374,00220215720010,83
000403,00220215720010,75
000254,00220191740083,82
000753,00220191740083,83
001181,00220191740083,68
001031,00220191740083,74
000873,00220191740083,86
000696,00220191740083,71
000741,00220191740083,82
000253,00220191740083,81
001374,00220191740083,84
000513,00220191740083,75
001128,00220191740083,83
000014,00220191740083,82
001163,00220191740083,80
000653,00220191740083,75
001243,00220191740083,84
000969,00220191740083,77
000254,00220191730100,86
000056,00220191730100,77
000930,00220191730100,78
000753,00220191730100,82
001031,00220191730100,72
001138,00220191730100,86
000437,00220191730100,72
000696,00220191730100,76
000741,00220191730100,73
000141,00220191730100,66
000330,00220191730100,78
000765,00220191730100,75
001243,00220191730100,78
000782,00220191730100,77
000254,00220151529374,80
000930,00220151529374,76
001181,00220151529374,61
000779,00220151529374,67
000065,00220151529374,78
000892,00220151529374,80
000437,00220151529374,74
001223,00220151529374,74
000696,00220151529374,73
000961,00220151529374,78
000741,00220151529374,76
001140,00220151529374,77
000254,00220211529250,71
000930,00220211529250,81
000753,00220211529250,88
001181,00220211529250,66
000779,00220211529250,74
001138,00220211529250,81
001343,00220211529250,80
001223,00220211529250,76
000961,00220211529250,84
000778,00220211529250,78
000722,00220211529250,88
000254,00220211529285,72
000377,00220211529285,81
000930,00220211529285,83
001031,00220211529285,75
001138,00220211529285,91
000034,00220211529285,80
001343,00220211529285,81
000955,00220211529285,84
001223,00220211529285,76
000307,00220211529285,66
000492,00220211529285,80
000014,00220211529285,80
000254,00220171539370,80
000056,00220171539370,78
000753,00220171539370,85
001181,00220171539370,64
000493,00220171539370,71
000034,00220171539370,83
001223,00220171539370,80
000920,00220171539370,76
000551,00220171539370,93
000178,00220171539370,85
001094,00220171539370,80
000219,00220171539370,98
000014,00220171539370,84
000032,00220171539370,87
