SID,科目コード,評点,主担当
000757,00720185160014,79,0035
000739,00720185160014,80,0035
000733,00720185160014,69,0035
000115,00720185160014,67,0035
000618,00720185160014,77,0035
001098,00720185160014,70,0035
000206,00720185160014,89,0035
001225,00720185160014,78,0035
001211,00720185160014,76,0035
001401,00720185160014,76,0035
000975,00720185160014,65,0035
001146,00720185160014,67,0035
000161,00720185160014,78,0035
000392,00720185160014,91,0035
000962,00720185160014,87,0035
000743,00720185160014,80,0035
000297,00720185160014,85,0035
000687,00720185160014,78,0035
001026,00720185160014,78,0035
000155,00720185160014,81,0035
000475,00720185160014,76,0035
000662,00720185160014,72,0035
001045,00720185160014,77,0035
000562,00720185160014,93,0035
001209,00720185160014,91,0035
001061,00720185160014,76,0035
001071,00720185160014,75,0035
001241,00720185160014,75,0035
000903,00720185160014,81,0035
001449,00720185160014,77,0035
000700,00720185160014,74,0035
000154,00720185160014,86,0035
001297,00720185160014,67,0035
000968,00720185160014,78,0035
001388,00720185160014,86,0035
000766,00720185160014,74,0035
001197,00720185160014,81,0035
001264,00720185160014,79,0035
001305,00720185160014,84,0035
000543,00720185160014,83,0035
000597,00720185160014,88,0035
001012,00720185160014,75,0035
000579,00720185160014,87,0035
000081,00720185160014,72,0035
000753,00720185160014,83,0035
001299,00720185160014,72,0035
001289,00720185160014,71,0035
000775,00720185160014,68,0035
000171,00720185160014,81,0035
000856,00720185160014,89,0035
001057,00720185160014,89,0035
001444,00720185160014,73,0035
000989,00720185160014,76,0035
000422,00720185160014,67,0035
000057,00720185160014,79,0035
000657,00720185160014,86,0035
000158,00720185160014,88,0035
000996,00720185160014,79,0035
000123,00720185160014,87,0035
000499,00720185160014,92,0035
000027,00720185160014,85,0035
001356,00720185160014,80,0035
000623,00720185160014,73,0035
000444,00720185160014,86,0035
000532,00720185160014,66,0035
001394,00720185160014,82,0035
001407,00720185160014,62,0035
000099,00720185160014,83,0035
000943,00720185160014,73,0035
000843,00720185160014,81,0035
000751,00720185160014,80,0035
001049,00720185160014,82,0035
000744,00720185160014,76,0035
001354,00720185160014,77,0035
000415,00720185160014,92,0035
000440,00720185160014,72,0035
000186,00720185160014,80,0035
000777,00720185160014,83,0035
000857,00720185160014,87,0035
000462,00720185160014,71,0035
000445,00720185160014,75,0035
000055,00720185160014,76,0035
000786,00720185160014,74,0035
000189,00720185160014,78,0035
001433,00720185160014,77,0035
000529,00720185160014,75,0035
001033,00720185160014,84,0035
000877,00720185160014,75,0035
000133,00720185160014,73,0035
001380,00720185160014,83,0035
000120,00720185160014,82,0035
000675,00720185160014,79,0035
000404,00720185160014,74,0035
000262,00720185160014,84,0035
000025,00720185160014,75,0035
000914,00720185160014,83,0035
001005,00720185160014,76,0035
001051,00720185160014,89,0035
000293,00720185160014,72,0035
001214,00720185160014,68,0035
001186,00720185160014,70,0035
000666,00720185160014,86,0035
001267,00720185160014,84,0035
001262,00720185160014,76,0035
000945,00720185160014,81,0035
000250,00720185160014,83,0035
000808,00720185160014,87,0035
000633,00720185160014,81,0035
000480,00720185160014,67,0035
000259,00720185160014,83,0035
000964,00720185160014,76,0035
000837,00720185160014,82,0035
000778,00720185160014,74,0035
000367,00720185160014,71,0035
000749,00720185160014,78,0035
000494,00720185160014,75,0035
000664,00720185160014,74,0035
001277,00720185160014,86,0035
000523,00720185160014,72,0035
000845,00720185160014,77,0035
000180,00720185160014,74,0035
001139,00720185160014,68,0035
001301,00720185160014,82,0035
000134,00720185160014,86,0035
001437,00720185160014,78,0035
000182,00720185160014,78,0035
000256,00720185160014,89,0035
000829,00720185160014,75,0035
000673,00720185160014,71,0035
000318,00720185160014,79,0035
000830,00720185160014,70,0035
001367,00720185160014,69,0035
000524,00720185160014,79,0035
001052,00720185160014,75,0035
000406,00720185160014,83,0035
001279,00720185160014,83,0035
001374,00720185160014,86,0035
001316,00720185160014,77,0035
001384,00720185160014,85,0035
000236,00720185160014,84,0035
001298,00720185160014,72,0035
000047,00720185160014,79,0035
000825,00720185160014,75,0035
000166,00720185160014,76,0035
001041,00720185160014,73,0035
000473,00720185160014,79,0035
000842,00720185160014,74,0035
000200,00720185160014,77,0035
000952,00720185160014,82,0035
000720,00720185160014,80,0035
000679,00720185160014,80,0035
000959,00720185160014,79,0035
000041,00720185160014,79,0035
000974,00720185160014,78,0035
000391,00720185160014,74,0035
000264,00720185160014,73,0035
000311,00720185160014,71,0035
000915,00720185160014,84,0035
001341,00720185160014,75,0035
000425,00720185160014,88,0035
000349,00720185160014,78,0035
000853,00720185160014,81,0035
000526,00720185160014,79,0035
001169,00720185160014,86,0035
001287,00720185160014,84,0035
000231,00720185160014,74,0035
001280,00720185160014,76,0035
000519,00720185160014,71,0035
001127,00720185160014,86,0035
000192,00720185160014,82,0035
000332,00720185160014,72,0035
000094,00720185160014,81,0035
001336,00720185160014,66,0035
000991,00720185160014,69,0035
001175,00720185160014,82,0035
001165,00720185160014,77,0035
000408,00720185160014,73,0035
000634,00720185160014,74,0035
000174,00720185160014,73,0035
000272,00720185160014,75,0035
000339,00720185160014,79,0035
000414,00720185160014,76,0035
001158,00720185160014,92,0035
000468,00720185160014,77,0035
001327,00720185160014,89,0035
000759,00720185160014,76,0035
000648,00720185160014,76,0035
000101,00720185160014,82,0035
000006,00720185160014,93,0035
001230,00720185160014,74,0035
001291,00720185160014,78,0035
000238,00720185160014,74,0035
001203,00720185160014,85,0035
000388,00720185160014,78,0035
000710,00720185160014,79,0035
000933,00720185160014,70,0035
001250,00720185160014,75,0035
001385,00720185160014,76,0035
000037,00720185160014,73,0035
001145,00720185160014,70,0035
001334,00720185160014,71,0035
001387,00720185160014,74,0035
000681,00720185160014,77,0035
000316,00720185160014,87,0035
000944,00720185160014,79,0035
001038,00720185160014,77,0035
000227,00720185160014,88,0035
000252,00720185160014,77,0035
000692,00720185160014,72,0035
000922,00720185160014,71,0035
000193,00720185160014,83,0035
001278,00720185160014,81,0035
000477,00720185160014,79,0035
001432,00720185160014,70,0035
000600,00720185160014,74,0035
000230,00720185160014,73,0035
001326,00720185160014,77,0035
000478,00720185160014,79,0035
001042,00720185160014,77,0035
000056,00720185160014,64,0035
001022,00720185160014,78,0035
000929,00720185160014,78,0035
001352,00720185160014,75,0035
000617,00720185160014,85,0035
000693,00720185160014,72,0035
001000,00720185160014,83,0035
001274,00720185160014,80,0035
000082,00720185160014,91,0035
000851,00720185160014,78,0035
001031,00720185160014,76,0035
001194,00720185160014,75,0035
000622,00720185160014,86,0035
001212,00720185160014,71,0035
000433,00720185160014,84,0035
000616,00720185160014,77,0035
000416,00720185160014,67,0035
001337,00720185160014,70,0035
000260,00720185160014,74,0035
000420,00720185160014,86,0035
000034,00720185160014,74,0035
000640,00720185160014,76,0035
000892,00720185160014,77,0035
000500,00720185160014,81,0035
000568,00720185160014,70,0035
000310,00720185160014,81,0035
001391,00720185160014,78,0035
000270,00720185160014,83,0035
000615,00720185160014,72,0035
000051,00720185160014,71,0035
000309,00720185160014,76,0035
000497,00720185160014,71,0035
000063,00720185160014,82,0035
001321,00720185160014,79,0035
000190,00720185160014,78,0035
000556,00720185160014,66,0035
000210,00720185160014,68,0035
001323,00720185160014,82,0035
000711,00720185160014,65,0035
000591,00720185160014,76,0035
000220,00720185160014,71,0035
000218,00720185160014,78,0035
001162,00720185160014,76,0035
001024,00720185160014,73,0035
000335,00720185160014,74,0035
000814,00720185160014,65,0035
001157,00720185160014,75,0035
000589,00720185160014,75,0035
000760,00720185160014,79,0035
000139,00720185160014,73,0035
000370,00720185160014,80,0035
000735,00720185160014,77,0035
000394,00720185160014,76,0035
001177,00720185160014,77,0035
000503,00720185160014,82,0035
000545,00720185160014,73,0035
000889,00720185160014,75,0035
001285,00720185160014,86,0035
000376,00720185160014,74,0035
000737,00720185160014,76,0035
000998,00720185160014,79,0035
000557,00720185160014,75,0035
000202,00720185160014,80,0035
000798,00720185160014,76,0035
000761,00720185160014,69,0035
000572,00720185160014,67,0035
001154,00720185160014,77,0035
000036,00720185160014,85,0035
000061,00720185160014,84,0035
000357,00720185160014,80,0035
000582,00720185160014,70,0035
000828,00720185160014,70,0035
000469,00720185160014,84,0035
000490,00720185160014,74,0035
000827,00720185160014,77,0035
001095,00720185160014,76,0035
001415,00720185160014,78,0035
000437,00720185160014,80,0035
001351,00720185160014,64,0035
001439,00720185160014,78,0035
000665,00720185160014,83,0035
000935,00720185160014,78,0035
000172,00720185160014,79,0035
000381,00720185160014,84,0035
000565,00720185160014,69,0035
001236,00720185160014,75,0035
000905,00720185160014,86,0035
000229,00720185160014,77,0035
000145,00720185160014,73,0035
000802,00720185160014,67,0035
000695,00720185160014,82,0035
001333,00720185160014,73,0035
001153,00720185160014,77,0035
000022,00720185160014,82,0035
001243,00720185160014,76,0035
001248,00720185160014,76,0035
000225,00720185160014,85,0035
001369,00720185160014,72,0035
000549,00720185160014,72,0035
001447,00720185160014,79,0035
000248,00720185160014,69,0035
000793,00720185160014,77,0035
001335,00720185160014,75,0035
000909,00720185160014,85,0035
000110,00720185160014,80,0035
000054,00720185160014,77,0035
001058,00720185160014,84,0035
001147,00720185160014,79,0035
001013,00720185160014,81,0035
001088,00720185160014,81,0035
001123,00720185160014,90,0035
000116,00720185160014,80,0035
000411,00720185160014,78,0035
001402,00720185160014,76,0035
000382,00720185160014,74,0035
001185,00720185160014,84,0035
000805,00720185160014,84,0035
000266,00720185160014,85,0035
000373,00720185160014,82,0035
001009,00720185160014,81,0035
000453,00720185160014,88,0035
000114,00720185160014,69,0035
000078,00720185160014,77,0035
000701,00720185160014,79,0035
001116,00720185160014,83,0035
000380,00720185160014,86,0035
000514,00720185160014,71,0035
000697,00720185160014,75,0035
000931,00720185160014,70,0035
000304,00720185160014,76,0035
000326,00720185160014,71,0035
000525,00720185160014,95,0035
000003,00720185160014,87,0035
000887,00720185160014,77,0035
000282,00720185160014,81,0035
001089,00720185160014,72,0035
000668,00720185160014,84,0035
000796,00720185160014,84,0035
001198,00720185160014,74,0035
001376,00720185160014,87,0035
001348,00720185160014,86,0035
000804,00720185160014,76,0035
001118,00720185160014,79,0035
000834,00720185160014,72,0035
000868,00720185160014,86,0035
000258,00720185160014,73,0035
001096,00720185160014,89,0035
000095,00720185160014,75,0035
000334,00720185160014,72,0035
000066,00720185160014,80,0035
001340,00720185160014,79,0035
001303,00720185160014,88,0035
001122,00720185160014,81,0035
001313,00720185160014,90,0035
000884,00720185160014,77,0035
001438,00720185160014,83,0035
001067,00720185160014,73,0035
000118,00720185160014,80,0035
000913,00720185160014,72,0035
001413,00720185160014,79,0035
000021,00720185160014,70,0035
000891,00720185160014,74,0035
000738,00720185160014,80,0035
001245,00720185160014,74,0035
001436,00720185160014,83,0035
000213,00720185160014,78,0035
000446,00720185160014,75,0035
000049,00720185160014,73,0035
000436,00720185160014,75,0035
000331,00720185160014,77,0035
000953,00720185160014,77,0035
000763,00720185160014,74,0035
000849,00720185160014,76,0035
001036,00720185160014,83,0035
000745,00720185160014,80,0035
000993,00720185160014,73,0035
000698,00720185160014,79,0035
000142,00720185160014,76,0035
001425,00720185160014,95,0035
000709,00720185160014,64,0035
000375,00720185160014,73,0035
000957,00720185160014,62,0035
000726,00720185160014,86,0035
001226,00720185160014,82,0035
001251,00720185160014,85,0035
001424,00720185160014,80,0035
000559,00720185160014,61,0035
000247,00720185160014,85,0035
000689,00720185160014,69,0035
000722,00720185160014,77,0035
000149,00720185160014,83,0035
000567,00720185160014,80,0035
000646,00720185160014,77,0035
000564,00720185160014,72,0035
001066,00720185160014,81,0035
000779,00720185160014,77,0035
001271,00720185160014,75,0035
001399,00720185160014,81,0035
000030,00720185160014,79,0035
000880,00720185160014,84,0035
000788,00720185160014,81,0035
000449,00720185160014,84,0035
000642,00720185160014,68,0035
001276,00720185160014,85,0035
000970,00720185160014,71,0035
001417,00720185160014,72,0035
000397,00720185160014,76,0035
000023,00720211420135,84,0297
000911,00720211420135,80,0297
000184,00720211420135,74,0297
000315,00720211420135,73,0297
000307,00720211420135,80,0297
000079,00720211420135,79,0297
001435,00720211420135,97,0297
000919,00720211420135,76,0297
000747,00720211420135,74,0297
001310,00720211420135,78,0297
000774,00720211420135,78,0297
000614,00720211420135,84,0297
001254,00720211420135,77,0297
001244,00720211420135,76,0297
001101,00720211420135,77,0297
000290,00720211420135,77,0297
000528,00720211420135,75,0297
001215,00720211420135,80,0297
001048,00720211420135,86,0297
000426,00720211420135,75,0297
001317,00720211420135,77,0297
000068,00720211420135,68,0297
000378,00720211420135,80,0297
000755,00720211420135,73,0297
000345,00720211420135,83,0297
000832,00720211420135,70,0297
000554,00720211420135,63,0297
000363,00720211420135,83,0297
001003,00720211420135,87,0297
000869,00720211420135,74,0297
000098,00720211420135,77,0297
000222,00720211420135,83,0297
001266,00720211420135,79,0297
001338,00720211420135,81,0297
000947,00720211420135,75,0297
000283,00720211420135,54,0297
000712,00720211420135,75,0297
001368,00720211420135,76,0297
000013,00720211420135,79,0297
001084,00720211420135,78,0297
000012,00720211420135,84,0297
000561,00720211420135,73,0297
000306,00720211420135,83,0297
001320,00720211420135,82,0297
000844,00720211420135,83,0297
000879,00720211420135,76,0297
000920,00720211420135,91,0297
000141,00720211420135,79,0297
000511,00720211420135,82,0297
001238,00720211420135,67,0297
001112,00720211420135,92,0297
000421,00720211420135,77,0297
000702,00720211420135,75,0297
000708,00720211420135,77,0297
000819,00720211420135,72,0297
000211,00720211420135,86,0297
000464,00720211420135,74,0297
000782,00720211420135,84,0297
000483,00720211420135,78,0297
001077,00720211420135,73,0297
001302,00720211420135,70,0297
000718,00720211420135,75,0297
000727,00720211420135,89,0297
000792,00720211420135,79,0297
000228,00720211420135,79,0297
000870,00720211420135,88,0297
000595,00720211420135,78,0297
000967,00720211420135,73,0297
000724,00720211420135,77,0297
000655,00720211420135,78,0297
000983,00720211420135,79,0297
000152,00720211420135,75,0297
000707,00720211420135,95,0297
000005,00720211420135,72,0297
000352,00720211420135,90,0297
001029,00720211420135,76,0297
000240,00720211420135,72,0297
001210,00720211420135,71,0297
000327,00720211420135,72,0297
000472,00720211420135,75,0297
000372,00720211420135,73,0297
000029,00720211420135,88,0297
000413,00720211420135,72,0297
000450,00720211420135,69,0297
001375,00720211420135,83,0297
001100,00720211420135,82,0297
001094,00720211420135,76,0297
000150,00720211420135,77,0297
000491,00720211420135,79,0297
001170,00720211420135,80,0297
000129,00720211420135,84,0297
000144,00720211420135,84,0297
001047,00720211420135,78,0297
000789,00720211420135,82,0297
001448,00720211420135,84,0297
000717,00720211420135,82,0297
000587,00720211420135,84,0297
000537,00720211420135,73,0297
000077,00720211420135,70,0297
001040,00720211420135,89,0297
001410,00720211420135,93,0297
000713,00720211420135,68,0297
000053,00720211420135,77,0297
000772,00720211420135,70,0297
000466,00720211420135,76,0297
000207,00720211420135,79,0297
001329,00720211420135,76,0297
001102,00720211420135,74,0297
000024,00720211420135,70,0297
000346,00720211420135,79,0297
000175,00720211420135,75,0297
000671,00720211420135,77,0297
000119,00720211420135,80,0297
000696,00720211420135,85,0297
000770,00720211420135,73,0297
000963,00720211420135,75,0297
001395,00720211420135,77,0297
000840,00720211420135,71,0297
000797,00720211420135,70,0297
000257,00720211420135,92,0297
001180,00720211420135,77,0297
000281,00720211420135,70,0297
001265,00720211420135,80,0297
000583,00720211420135,76,0297
001282,00720211420135,85,0297
000855,00720211420135,70,0297
000986,00720211420135,80,0297
000577,00720211420135,76,0297
001411,00720211420135,78,0297
000476,00720211420135,77,0297
001117,00720211420135,80,0297
000479,00720211420135,71,0297
001396,00720211420135,81,0297
000780,00720211420135,71,0297
000350,00720211420135,85,0297
001179,00720211420135,78,0297
000635,00720211420135,78,0297
000594,00720211420135,84,0297
000848,00720211420135,90,0297
000730,00720211420135,78,0297
001166,00720211420135,79,0297
001216,00720211420135,80,0297
000157,00720211420135,77,0297
000785,00720211420135,81,0297
000106,00720211420135,87,0297
000719,00720211420135,72,0297
000016,00720211420135,86,0297
001249,00720211420135,82,0297
001188,00720211420135,71,0297
000277,00720211420135,75,0297
000276,00720211420135,79,0297
000836,00720211420135,80,0297
000927,00720211420135,74,0297
000215,00720211420135,62,0297
001111,00720211420135,81,0297
000296,00720211420135,88,0297
000471,00720211420135,85,0297
000548,00720211420135,82,0297
000906,00720211420135,82,0297
000723,00720211420135,58,0297
000517,00720211420135,72,0297
000783,00720211420135,81,0297
001270,00720211420135,86,0297
000522,00720211420135,90,0297
000253,00720211420135,88,0297
000826,00720211420135,81,0297
001232,00720211420135,75,0297
000521,00720211420135,69,0297
000566,00720211420135,79,0297
000059,00720211420135,79,0297
000109,00720211420135,84,0297
001450,00720211420135,88,0297
001131,00720211420135,78,0297
000575,00720211420135,76,0297
000997,00720211420135,83,0297
000312,00720211420135,73,0297
001324,00720211420135,80,0297
000191,00720211420135,67,0297
001114,00720211420135,81,0297
001195,00720211420135,72,0297
000941,00720211420135,75,0297
001300,00720211420135,85,0297
000799,00720211420135,78,0297
000731,00720211420135,75,0297
000574,00720211420135,97,0297
000156,00720211420135,77,0297
000999,00720211420135,68,0297
000926,00720211420135,84,0297
000948,00720211420135,74,0297
000442,00720211420135,79,0297
001192,00720211420135,84,0297
000126,00720211420135,84,0297
001184,00720211420135,64,0297
001134,00720211420135,80,0297
000949,00720211420135,73,0297
000838,00720211420135,88,0297
001364,00720211420135,92,0297
000340,00720211420135,83,0297
000239,00720211420135,82,0297
000090,00720211420135,82,0297
000686,00720211420135,77,0297
001221,00720211420135,80,0297
000329,00720211420135,86,0297
000965,00720211420135,75,0297
001441,00720211420135,77,0297
001109,00720211420135,81,0297
000148,00720211420135,77,0297
000459,00720211420135,89,0297
000873,00720211420135,72,0297
001427,00720211420135,79,0297
001349,00720211420135,78,0297
001377,00720211420135,79,0297
000348,00720211420135,85,0297
000815,00720211420135,84,0297
000547,00720211420135,75,0297
000343,00720211420135,88,0297
000930,00720211420135,68,0297
000197,00720211420135,81,0297
000992,00720211420135,62,0297
001296,00720211420135,72,0297
000824,00720211420135,77,0297
000377,00720211420135,77,0297
000632,00720211420135,83,0297
000493,00720211420135,81,0297
000263,00720211420135,62,0297
000356,00720211420135,80,0297
000457,00720211420135,87,0297
001229,00720211420135,79,0297
000448,00720211420135,73,0297
000358,00720211420135,80,0297
001421,00720211420135,73,0297
000087,00720211420135,81,0297
001308,00720211420135,74,0297
001403,00720211420135,74,0297
000874,00720211420135,78,0297
000847,00720211420135,84,0297
001220,00720211420135,86,0297
000320,00720211420135,75,0297
001290,00720211420135,74,0297
000535,00720211420135,83,0297
000850,00720211420135,71,0297
000619,00720211420135,75,0297
001004,00720211420135,75,0297
001252,00720211420135,74,0297
000505,00720211420135,82,0297
000216,00720211420135,89,0297
001202,00720211420135,67,0297
000324,00720211420135,74,0297
001156,00720211420135,89,0297
001128,00720211420135,63,0297
000368,00720211420135,86,0297
000994,00720211420135,66,0297
000384,00720211420135,86,0297
001273,00720211420135,81,0297
000398,00720211420135,71,0297
000289,00720211420135,73,0297
000093,00720211420135,79,0297
000187,00720211420135,79,0297
000314,00720211420135,79,0297
001293,00720211420135,78,0297
001346,00720211420135,77,0297
000512,00720211420135,68,0297
000674,00720211420135,78,0297
001242,00720211420135,83,0297
001107,00720211420135,81,0297
001174,00720211420135,76,0297
000069,00720211420135,81,0297
001050,00720211420135,87,0297
000280,00720211420135,77,0297
000273,00720211420135,71,0297
001125,00720211420135,85,0297
000203,00720211420135,80,0297
000070,00720211420135,72,0297
000773,00720211420135,86,0297
000111,00720211420135,79,0297
000390,00720211420135,84,0297
001205,00720211420135,71,0297
001294,00720211420135,77,0297
000355,00720211420135,58,0297
001065,00720211420135,81,0297
000736,00720211420135,80,0297
000809,00720211420135,72,0297
000178,00720211420135,78,0297
000715,00720211420135,73,0297
000520,00720211420135,80,0297
001010,00720211420135,90,0297
000917,00720211420135,84,0297
000924,00720211420135,83,0297
000607,00720211420135,78,0297
000032,00720211420135,85,0297
000684,00720211420135,84,0297
000990,00720211420135,79,0297
000593,00720211420135,75,0297
000899,00720211420135,70,0297
000754,00720211420135,78,0297
000748,00720211420135,72,0297
000907,00720211420135,67,0297
000279,00720211420135,67,0297
000062,00720211420135,86,0297
001053,00720211420135,83,0297
000488,00720211420135,79,0297
001183,00720211420135,79,0297
001015,00720211420135,86,0297
000455,00720211420135,74,0297
000691,00720211420135,73,0297
000987,00720211420135,78,0297
001246,00720211420135,68,0297
001090,00720211420135,73,0297
000204,00720211420135,77,0297
000454,00720211420135,82,0297
000434,00720211420135,84,0297
001343,00720211420135,75,0297
000728,00720211420135,76,0297
000680,00720211420135,71,0297
000971,00720211420135,73,0297
001046,00720211420135,81,0297
000337,00720211420135,68,0297
000966,00720211420135,80,0297
001446,00720211420135,75,0297
001358,00720211420135,68,0297
000074,00720211420135,78,0297
001011,00720211420135,78,0297
001006,00720211420135,84,0297
001200,00720211420135,64,0297
000212,00720211420135,83,0297
001018,00720211420135,72,0297
001222,00720211420135,84,0297
001001,00720211420135,81,0297
000317,00720211420135,92,0297
000300,00720211420135,71,0297
000765,00720211420135,72,0297
001008,00720211420135,75,0297
001235,00720211420135,90,0297
000979,00720211420135,80,0297
000268,00720211420135,70,0297
000656,00720211420135,79,0297
001160,00720211420135,72,0297
000219,00720211420135,67,0297
000226,00720211420135,82,0297
000742,00720211420135,83,0297
001393,00720211420135,90,0297
001070,00720211420135,78,0297
000292,00720211420135,86,0297
000580,00720211420135,78,0297
001419,00720211420135,87,0297
001023,00720211420135,70,0297
000039,00720211420135,79,0297
001288,00720211420135,75,0297
000336,00720211420135,80,0297
001104,00720211420135,85,0297
000609,00720211420135,80,0297
000897,00720211420135,83,0297
000540,00720211420135,88,0297
000498,00720211420135,78,0297
000650,00720211420135,92,0297
000794,00720211420135,89,0297
000103,00720211420135,79,0297
000810,00720211420135,80,0297
000816,00720211420135,85,0297
000901,00720211420135,79,0297
000578,00720211420135,88,0297
001087,00720211420135,66,0297
001412,00720211420135,75,0297
001440,00720211420135,78,0297
000876,00720211420135,75,0297
000050,00720211420135,83,0297
001196,00720211420135,79,0297
001371,00720211420135,64,0297
001124,00720211420135,71,0297
000888,00720211420135,76,0297
000570,00720211420135,77,0297
001063,00720211420135,77,0297
000515,00720211420135,80,0297
001086,00720211420135,82,0297
000136,00720211420135,86,0297
000865,00720211420135,88,0297
001255,00720211420135,80,0297
001344,00720211420135,80,0297
000052,00720211420135,77,0297
000132,00720211420135,82,0297
000438,00720211420135,80,0297
001027,00720211420135,79,0297
000704,00720211420135,74,0297
000195,00720211420135,75,0297
000630,00720211420135,75,0297
000168,00720211420135,83,0297
001383,00720211420135,80,0297
001144,00720211420135,73,0297
000678,00720211420135,81,0297
001039,00720211420135,81,0297
000140,00720211420135,79,0297
000269,00720211420135,72,0297
000841,00720211420135,71,0297
001442,00720211420135,73,0297
000604,00720211420135,81,0297
000447,00720211420135,76,0297
001219,00720211420135,81,0297
000128,00720211420135,76,0297
000020,00720211420135,69,0297
001173,00720211420135,89,0297
000443,00720211420135,78,0297
000867,00720211420135,71,0297
001224,00720211420135,77,0297
000518,00720211420135,71,0297
000299,00720211420135,81,0297
000863,00720211420135,72,0297
001021,00720211420135,78,0297
001227,00720211420135,72,0297
000898,00720211420135,80,0297
000058,00720211420135,78,0297
000351,00720211420135,75,0297
001075,00720211420135,79,0297
000904,00720211420135,84,0297
000912,00720211420135,72,0297
001079,00720211420135,79,0297
000699,00720211420135,69,0297
000938,00720211420135,89,0297
000135,00720211420135,75,0297
000864,00720211420135,84,0297
001357,00720211420135,71,0297
000923,00720211420135,75,0297
000854,00720211420135,90,0297
000096,00720211420135,85,0297
000374,00720211420135,89,0297
000185,00720211420135,93,0297
000018,00720211420135,77,0297
001234,00720211420135,74,0297
000130,00720211420135,85,0297
000758,00720211420135,83,0297
001418,00720211420135,79,0297
000553,00720211420135,78,0297
000937,00720211420135,72,0297
000955,00720211420135,85,0297
000978,00720211420135,71,0297
000746,00720211420135,80,0297
000089,00720211420135,74,0297
000510,00720211420135,78,0297
000958,00720211420135,77,0297
000233,00720211420135,72,0297
000859,00720211420135,87,0297
001213,00720211420135,76,0297
000677,00720211420135,78,0297
001382,00720211420135,88,0297
000097,00720211420135,77,0297
000008,00720211420135,76,0297
001181,00720211420135,69,0297
000338,00720211420135,76,0297
000536,00720211420135,56,0297
000628,00720211420135,64,0297
001164,00720211420135,78,0297
000267,00720211420135,84,0297
000894,00720211420135,74,0297
000612,00720211420135,73,0297
001187,00720211420135,74,0297
001078,00720211420135,76,0297
000768,00720211420135,84,0297
000147,00720211420135,80,0297
000291,00720211420135,86,0297
000956,00720211420135,71,0297
000369,00720211420135,76,0297
000602,00720211420135,80,0297
000984,00720211420135,79,0297
001002,00720211420135,67,0297
001263,00720211420135,85,0297
000976,00720211420135,85,0297
000284,00720211420135,86,0297
000432,00720211420135,71,0297
001392,00720211420135,80,0297
000076,00720211420135,68,0297
000985,00720211420135,74,0297
001389,00720211420135,80,0297
000112,00720211420135,89,0297
000787,00720211420135,77,0297
000939,00720211420135,80,0297
000389,00720211420135,68,0297
001148,00720211420135,75,0297
001189,00720211420135,72,0297
001347,00720211420135,81,0297
000627,00720211420135,79,0297
001206,00720211420135,79,0297
001332,00720211420135,69,0297
000571,00720211420135,76,0297
001133,00720211420135,73,0297
000452,00720211420135,91,0297
000407,00720211420135,85,0297
001431,00720211420135,80,0297
000833,00720211420135,87,0297
000209,00720211420135,81,0297
000638,00720211420135,73,0297
000645,00720211420135,65,0297
000586,00720211420135,76,0297
000803,00720211420135,80,0297
001073,00720211420135,87,0297
000360,00720211420135,69,0297
000201,00720211420135,88,0297
000569,00720211420135,77,0297
001331,00720211420135,76,0297
000902,00720211420135,77,0297
000255,00720211420135,75,0297
001056,00720211420135,79,0297
001142,00720211420135,78,0297
000781,00720211420135,73,0297
001429,00720211420135,85,0297
000162,00720211420135,59,0297
000875,00720211420135,74,0297
000042,00720211420135,66,0297
001120,00720211420135,80,0297
000359,00720211420135,91,0297
000750,00720211420135,79,0297
000362,00720211420135,78,0297
000365,00720211420135,73,0297
001025,00720211420135,82,0297
000756,00720211420135,83,0297
001204,00720211420135,81,0297
001092,00720211420135,83,0297
000007,00720211420135,87,0297
001315,00720211420135,78,0297
000563,00720211420135,72,0297
001060,00720211420135,70,0297
000637,00720211420135,89,0297
000308,00720211420135,68,0297
000465,00720211420135,59,0297
000504,00720211420135,71,0297
000125,00720211420135,74,0297
000342,00720211420135,76,0297
001292,00720211420135,71,0297
000060,00720211420135,80,0297
001253,00720211420135,75,0297
000682,00720211420135,84,0297
001030,00720211420135,88,0297
001295,00720211420135,87,0297
001283,00720211420135,76,0297
000249,00720211420135,83,0297
001233,00720211420135,79,0297
000813,00720211420135,79,0297
001043,00720211420135,78,0297
000113,00720211420135,71,0297
000605,00720211420135,72,0297
000385,00720211420135,82,0297
000383,00720211420135,79,0297
000071,00720211420135,78,0297
000169,00720211420135,83,0297
000818,00720211420135,87,0297
001350,00720211420135,70,0297
000302,00720211420135,70,0297
000487,00720211420135,82,0297
001363,00720211420135,60,0297
000322,00720211420135,63,0297
000703,00720211420135,82,0297
000973,00720211420135,74,0297
000484,00720211420135,85,0297
001062,00720211420135,69,0297
000688,00720211420135,71,0297
000592,00720211420135,77,0297
000769,00720211420135,82,0297
001268,00720211420135,81,0297
000588,00720211420135,71,0297
000402,00720211420135,77,0297
000017,00720211420135,77,0297
000102,00720211420135,78,0297
001093,00720211420135,79,0297
000771,00720211420135,77,0297
000243,00720211420135,91,0297
000895,00720211420135,83,0297
000533,00720211420135,71,0297
000104,00720211420135,84,0297
000010,00720211420135,66,0297
000647,00720211420135,76,0297
000026,00720211420135,69,0297
001272,00720211420135,85,0297
000067,00720211420135,66,0297
000323,00720211420135,79,0297
